"Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","LKT","NumBases","PctFromCtg","CumSum","PctCumSum","NumContigs","ContigSum","LargestContigSize","N50","L50","N90","ProbNumGenomes","Num16S"
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_pyogenes","LKT__s__Bacteroides_pyogenes",1968,100,4053229770,100,1,546,546,546,1,546,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Unclassified","s__Unclassified","LKT__f__Prevotellaceae",1945,100,4053231715,100,1,569,569,569,1,569,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Micrococcales","f__Micrococcaceae","g__Arthrobacter","s__Arthrobacter_Unclassified_18067","LKT__s__Arthrobacter_Unclassified_18067",1931,100,4053233646,100,1,560,560,560,1,560,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Neisseriales","f__Chromobacteriaceae","g__Deefgea","s__Unclassified","LKT__g__Deefgea",1852,100,4053235498,100,1,509,509,509,1,509,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_Unclassified_SID14478","LKT__s__Streptomyces_Unclassified_SID14478",1843,100,4053237341,100,1,617,617,617,1,617,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Janthinobacterium","s__Unclassified","LKT__g__Janthinobacterium",1836,100,4053239177,100,1,556,556,556,1,556,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_Unclassified_D_99","LKT__s__Burkholderia_Unclassified_D_99",1832,100,4053241009,100,1,587,587,587,1,587,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_catarinensis","LKT__s__Burkholderia_catarinensis",1829,100,4053242838,100,1,525,525,525,1,525,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Odoribacteraceae","g__Butyricimonas","s__Butyricimonas_faecalis","LKT__s__Butyricimonas_faecalis",1808,100,4053244646,100,1,618,618,618,1,618,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__Xanthomonas","s__Xanthomonas_citri","LKT__s__Xanthomonas_citri",1794,100,4053246440,100,1,555,555,555,1,555,0,0
"d__Eukaryota","k__Missing","p__Oomycota","c__Missing","o__Saprolegniales","f__Saprolegniaceae","g__Aphanomyces","s__Aphanomyces_stellatus","LKT__s__Aphanomyces_stellatus",1787,100,4053248227,100,1,557,557,557,1,557,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Caballeronia","s__Caballeronia_concitans","LKT__s__Caballeronia_concitans",1762,100,4053249989,100,1,534,534,534,1,534,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_moniliforme","LKT__s__Clostridium_moniliforme",1735,100,4053251724,100,1,592,592,592,1,592,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_Unclassified_Ax_1719","LKT__s__Burkholderia_Unclassified_Ax_1719",1734,100,4053253458,100,1,550,550,550,1,550,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Phyllobacteriaceae","g__Mesorhizobium","s__Unclassified","LKT__g__Mesorhizobium",1729,100,4053255187,100,1,511,511,511,1,511,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Butyrivibrio","s__Butyrivibrio_Unclassified_WCD2001","LKT__s__Butyrivibrio_Unclassified_WCD2001",1709,100,4053256896,100,1,627,627,627,1,627,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_nodosus","LKT__s__Streptomyces_nodosus",1697,100,4053258593,100,1,580,580,580,1,580,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","s__Enterobacter_hormaechei","LKT__s__Enterobacter_hormaechei",1671,100,4053260264,100,1,569,569,569,1,569,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_DMS1","LKT__s__Achromobacter_Unclassified_DMS1",1660,100,4053261924,100,1,514,514,514,1,514,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_marcescens","LKT__s__Serratia_marcescens",1657,100,4053263581,100,2,1291,763,763,2,528,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Cellvibrionales","f__Halieaceae","g__Parahaliea","s__Parahaliea_mediterranea","LKT__s__Parahaliea_mediterranea",1636,100,4053265217,100,1,501,501,501,1,501,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Devosiaceae","g__Devosia","s__Devosia_Unclassified_Root105","LKT__s__Devosia_Unclassified_Root105",1617,100,4053266834,100,1,595,595,595,1,595,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Oceanospirillales","f__Halomonadaceae","g__Aidingimonas","s__Aidingimonas_lacisalsi","LKT__s__Aidingimonas_lacisalsi",1607,100,4053268441,100,1,556,556,556,1,556,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Faecalibacterium","s__Unclassified","LKT__g__Faecalibacterium",1599,100,4053270040,100,1,607,607,607,1,607,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptacidiphilus","s__Streptacidiphilus_jeojiense","LKT__s__Streptacidiphilus_jeojiense",1591,100,4053271631,100,1,501,501,501,1,501,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Pandoraea","s__Pandoraea_thiooxydans","LKT__s__Pandoraea_thiooxydans",1574,100,4053273205,100,1,585,585,585,1,585,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Corynebacteriales","f__Nocardiaceae","g__Nocardia","s__Nocardia_asiatica","LKT__s__Nocardia_asiatica",1571,100,4053274776,100,1,593,593,593,1,593,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella_melaninogenica","LKT__s__Prevotella_melaninogenica",1555,100,4053276331,100,1,522,522,522,1,522,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Corynebacteriales","f__Mycobacteriaceae","g__Mycobacterium","s__Mycobacterium_persicum","LKT__s__Mycobacterium_persicum",1554,100,4053277885,100,1,592,592,592,1,592,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_propionicifaciens","LKT__s__Bacteroides_propionicifaciens",1539,100,4053279424,100,1,684,684,684,1,684,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Verminephrobacter","s__Verminephrobacter_aporrectodeae","LKT__s__Verminephrobacter_aporrectodeae",1517,100,4053280941,100,1,627,627,627,1,627,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","g__Roseomonas","s__Roseomonas_selenitidurans","LKT__s__Roseomonas_selenitidurans",1514,100,4053282455,100,1,581,581,581,1,581,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces_Unclassified_WAC05292","LKT__s__Streptomyces_Unclassified_WAC05292",1510,100,4053283965,100,1,589,589,589,1,589,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Porphyromonas","s__Porphyromonas_gingivalis","LKT__s__Porphyromonas_gingivalis",1495,100,4053285460,100,1,580,580,580,1,580,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_salyersiae","LKT__s__Bacteroides_salyersiae",1483,100,4053286943,100,1,502,502,502,1,502,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Corynebacteriales","f__Nocardiaceae","g__Nocardia","s__Nocardia_terpenica","LKT__s__Nocardia_terpenica",1432,100,4053288375,100,1,517,517,517,1,517,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Aurantimonadaceae","g__Aureimonas","s__Aureimonas_pseudogalii","LKT__s__Aureimonas_pseudogalii",1382,100,4053289757,100,1,531,531,531,1,531,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_liquoris","LKT__s__Clostridium_liquoris",1372,100,4053291129,100,1,719,719,719,1,719,0,0
"d__Eukaryota","k__Unclassified","p__Unclassified","c__Unclassified","o__Unclassified","f__Unclassified","g__Unclassified","s__Unclassified","LKT__d__Eukaryota",1342,100,4053292471,100,1,517,517,517,1,517,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_lata","LKT__s__Burkholderia_lata",1318,100,4053293789,100,1,507,507,507,1,507,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Citrobacter","s__Citrobacter_Unclassified_RHB36_C18","LKT__s__Citrobacter_Unclassified_RHB36_C18",1295,100,4053295084,100,1,539,539,539,1,539,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Marinobacteraceae","g__Marinobacter","s__Marinobacter_nauticus","LKT__s__Marinobacter_nauticus",1275,100,4053296359,100,1,562,562,562,1,562,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_niameyense","LKT__s__Clostridium_niameyense",1248,100,4053297607,100,1,531,531,531,1,531,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_GG226","LKT__s__Achromobacter_Unclassified_GG226",1225,100,4053298832,100,1,536,536,536,1,536,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_Unclassified_Nafp2_4_1b","LKT__s__Burkholderia_Unclassified_Nafp2_4_1b",1207,100,4053300039,100,1,550,550,550,1,550,0,0
"d__Eukaryota","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Lichtheimiaceae","g__Thermomucor","s__Thermomucor_indicae_seudaticae","LKT__s__Thermomucor_indicae_seudaticae",1195,100,4053301234,100,1,537,537,537,1,537,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Bordetella_avium","LKT__s__Bordetella_avium",1110,100,4053302344,100,1,630,630,630,1,630,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Salmonella","s__Unclassified","LKT__g__Salmonella",977,100,4053303321,100,1,520,520,520,1,520,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Candidimonas","s__Candidimonas_nitroreducens","LKT__s__Candidimonas_nitroreducens",862,100,4053304183,100,1,677,677,677,1,677,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_formicaceticum","LKT__s__Clostridium_formicaceticum",398,100,4053304581,100,1,764,764,764,1,764,0,1
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Bordetella_Unclassified_BOR01","LKT__s__Bordetella_Unclassified_BOR01",263,100,4053304844,100,1,510,510,510,1,510,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Bordetella_genomosp_6","LKT__s__Bordetella_genomosp_6",255,100,4053305099,100,1,544,544,544,1,544,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_clarus","LKT__s__Bacteroides_clarus",150,100,4053305249,100,2,1091,560,560,2,531,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__Xylella","s__Xylella_fastidiosa","LKT__s__Xylella_fastidiosa",150,100,4053305399,100,1,592,592,592,1,592,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Bordetella_genomosp_8","LKT__s__Bordetella_genomosp_8",146,100,4053305545,100,1,542,542,542,1,542,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Bordetella_flabilis","LKT__s__Bordetella_flabilis",0,100,4053305545,100,1,534,534,534,1,534,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Hydrogenophaga","s__Hydrogenophaga_intermedia","LKT__s__Hydrogenophaga_intermedia",0,100,4053305545,100,1,525,525,525,1,525,0,0
